,0,1,2,3,4,5,6,7,8,9,10,11
0,scenario_number,iteration,charging_rate,km_per_kwh,battery_capacity,success,station_utilization_disp_of_avg,station_utilization_avg_of_disp,electricity,percent_delay,hours_spent_in_queues,hours_spent_charging
1,0,0,90,0.95,430,True,4.410677083333334,4.433072916666666,0,"(1.0, 1.0, 1.5875912366144163, 1.0651423310186012, 0.09479421672237355)","(0.0, 0.0, 1.6, 0.020148148148148148, 0.15684852416777048)","(0, 0.0, 14, 0.5303703703703704, 2.2158109985610928)"
2,0,1,90,0.95,430,True,1.5367187500000001,1.5796875,0,"(1.002158683147895, 1.5132328852775723, 1.853444969244515, 1.4781556975395809, 0.23968433677641934)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0, 0.0, 5, 0.13538461538461538, 0.701740861491185)"
3,0,2,90,0.95,430,True,1.5135416666666666,1.5515625,0,"(1.002158683147895, 1.5180309281561475, 1.853444969244515, 1.4689354771410057, 0.2483393910690229)","(0.0, 0.0, 0.2, 0.00041884816753926706, 0.00914298636772485)","(0, 0.0, 5, 0.1130890052356021, 0.6645759088884631)"
4,0,3,90,0.95,430,True,1.56484375,1.5903645833333333,0,"(1.002158683147895, 1.5577397348445596, 2.030639957415375, 1.5129926070225992, 0.23269314332399837)","(0.0, 0.0, 1.4, 0.004640883977900552, 0.07114306096929245)","(0, 0.0, 5, 0.16132596685082873, 0.7855366669173242)"
5,0,4,90,0.95,430,True,1.5638020833333335,1.5888020833333334,0,"(1.002158683147895, 1.5207256867161636, 1.9198777779199907, 1.4861985935038011, 0.23318556762545573)","(0.0, 0.0, 0.8, 0.002745512143611405, 0.039437192502885146)","(0, 0.0, 5, 0.12038014783526928, 0.6880152677104802)"
6,0,4,90,0.95,430,True,1.4994791666666665,1.53203125,0,"(1.002158683147895, 1.5138872665000136, 2.1623524641186007, 1.5172814998662638, 0.31913739024721915)","(0.0, 0.0, 0.0, 0.0, 0.0)","(0, 0.0, 5, 0.12164948453608247, 0.6716999213602787)"
7,1,0,45,1.9,430,True,11.282812499999999,11.337239583333334,0,"(1.0, 1.1091887087604793, 2.9138021295376904, 1.1826703959513805, 0.2538987771935697)","(0.0, 0.0, 4.4, 0.09554285714285714, 0.4229050783640727)","(0, 0.0, 22, 0.9622857142857143, 2.883996320301086)"
8,1,1,45,1.9,430,True,7.744010416666667,7.7796875,0,"(1.002158683147895, 1.5713507080288427, 3.3624375703055263, 1.568278426180188, 0.3990946343819949)","(0.0, 0.0, 4.2, 0.06302521008403361, 0.3163248904832524)","(0, 0.0, 16, 0.8403361344537815, 2.453431347564001)"
9,1,2,45,1.9,430,True,8.684635416666667,8.702083333333333,0,"(1.002158683147895, 1.5713507080288427, 3.4917620922403545, 1.5862523364903383, 0.43748086973124545)","(0.0, 0.0, 4.6, 0.07849927849927851, 0.46370370330454974)","(0, 0.0, 15, 0.8066378066378066, 2.3789873390053713)"
10,1,3,45,1.9,430,True,8.8359375,8.897916666666667,0,"(1.002158683147895, 1.5713507080288427, 2.715133790351516, 1.5831852144111014, 0.4085128886788232)","(0.0, 0.0, 1.8, 0.053352353780313846, 0.24974915223529506)","(0, 0.0, 14, 0.6462196861626248, 1.9864959515986984)"
11,1,4,45,1.9,430,True,10.531770833333333,10.550260416666667,0,"(1.002158683147895, 1.5713507080288427, 3.443584319470215, 1.611532406757497, 0.46916060564129947)","(0.0, 0.0, 5.0, 0.12838801711840228, 0.5831258657125172)","(0, 0.0, 16, 0.7803138373751783, 2.501402839206086)"
12,1,4,45,1.9,430,True,9.06484375,9.085677083333334,0,"(1.002158683147895, 1.5713507080288427, 2.651152699663973, 1.5878399800152485, 0.38319867051035805)","(0.0, 0.0, 2.8, 0.042349304482225646, 0.2797648301914227)","(0, 0.0, 14, 0.5857805255023184, 1.9021622695211446)"
13,2,0,45,0.95,215,True,10.453385416666666,10.508854166666667,0,"(1.0, 1.0313242290463502, 2.5218281931609616, 1.184159210340171, 0.24509406072566528)","(0.0, 0.0, 3.2, 0.07856315179606026, 0.3429701538457831)","(0, 0.0, 28, 0.9339513325608343, 2.9611691706862855)"
14,2,1,45,0.95,215,True,7.970833333333333,8.015885416666666,0,"(1.002158683147895, 1.5713507080288427, 2.974464004501043, 1.5554628325597577, 0.3915745132075851)","(0.0, 0.0, 3.0, 0.0377906976744186, 0.1987513414481025)","(0, 0.0, 15, 0.623546511627907, 2.0415376054210452)"
15,2,2,45,0.95,215,True,10.202864583333334,10.219791666666667,0,"(1.002158683147895, 1.5713507080288427, 2.8451394825662146, 1.5249165675386611, 0.3660460246245122)","(0.0, 0.0, 2.6, 0.038850889192886456, 0.20770597295123638)","(0, 0.0, 14, 0.5882352941176471, 1.9022122708299538)"
16,2,3,45,0.95,215,True,9.467447916666666,9.4875,0,"(1.002158683147895, 1.5713507080288427, 3.046247667223652, 1.5473792762028213, 0.4035096752391513)","(0.0, 0.0, 2.6, 0.039612188365650974, 0.23521985770357895)","(0, 0.0, 19, 0.6939058171745153, 2.2933582247019904)"
17,2,4,45,0.95,215,True,9.594791666666667,9.6265625,0,"(1.002158683147895, 1.5713507080288427, 3.3624375703055263, 1.5616423071271697, 0.41476725824750965)","(0.0, 0.0, 5.0, 0.12307692307692308, 0.4687247960458345)","(0, 0.0, 17, 0.6562009419152276, 2.094962188648579)"
18,2,4,45,0.95,215,True,9.643229166666668,9.6765625,0,"(1.002158683147895, 1.5713507080288427, 2.974464004501043, 1.5865594283700857, 0.409000216786264)","(0.0, 0.0, 3.6, 0.0569640062597809, 0.3515370011537819)","(0, 0.0, 14, 0.4694835680751174, 1.7599059805488528)"
19,3,0,90,1.9,215,True,17.822916666666664,17.84140625,0,"(1.0, 1.081176268014861, 4.34432244264521, 1.2900291539769166, 0.6653399962349117)","(0.0, 0.0, 5.8, 0.310126582278481, 0.9743670372182308)","(0, 0.0, 26, 1.7373417721518987, 5.056390669708065)"
20,3,1,90,1.9,215,True,13.34765625,13.448958333333334,0,"(1.2754746876427756, 1.5445374743704288, 3.93888598426286, 1.7351854589226143, 0.5438723948689048)","(0.0, 0.0, 4.4, 0.4803418803418803, 0.9469314048002813)","(0, 0.0, 13, 1.7777777777777777, 3.3693213983916728)"
21,3,2,90,1.9,215,False,,,,,,
22,3,3,90,1.9,215,False,,,,,,
23,3,4,90,1.9,215,False,,,,,,
24,3,4,90,1.9,215,False,,,,,,
25,4,0,45,1.9,215,True,18.067447916666666,18.08828125,0,"(1.0, 1.081176268014861, 4.746862606115501, 1.2640261965397055, 0.6272033148042826)","(0.0, 0.0, 6.0, 0.24096385542168675, 0.9064741896628358)","(0, 0.0, 26, 1.7439759036144578, 5.271895806729277)"
26,4,1,45,1.9,215,True,15.456770833333334,15.488020833333334,0,"(1.3259882524244162, 1.5445374743704288, 4.4962362371919875, 1.6776638207961714, 0.6295400153898025)","(0.0, 0.0, 6.0, 0.37702702702702706, 1.135906269603084)","(0, 0.0, 23, 1.2567567567567568, 3.898408583175096)"
27,4,2,45,1.9,215,False,,,,,,
28,4,3,45,1.9,215,False,,,,,,
29,4,4,45,1.9,215,False,,,,,,
30,4,4,45,1.9,215,False,,,,,,
